seqname,tax_id
MEX0061713.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_sp._RTC3__MEX0239622.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_sp._5C2_,cladeI
WP_205480462.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_hygromyciniae__MXN0980900.1_nitrous-oxide_reductase__Pseudomonas_hygromyciniae__QSX41800.1_nitrous-oxide_reductase__Pseudomonas_hygromyciniae_,cladeI
SEE19721.1_nitrous_oxide_reductase_apoprotein__Pseudomonas_proteolytica__VVX23115.1_Nitrous-oxide_reductase__Pseudomonas_fluorescens_,cladeI
TDR48337.1_nitrous_oxide_reductase_apoprotein__Pseudomonas_brenneri_,cladeI
WP_273871716.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_shahriarae__MDD1133129.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_shahriarae_,cladeI
WP_170045084.1_MXLTISPECIES__TAT-dependent_nitrous-oxide_reductase__Pseudomonas__MXX2243677.1_nitrous-oxide_reductase__Pseudomonas_sp._MF6768__MCM8562851.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_shahriarae__MDD0987398.1_TAT-dependent_nitrous-,cladeI
WP_289141972.1_TAT-dependent_nitrous-oxide_reductase__uncultured_Pseudomonas_sp._,cladeI
WP_149414690.1_MXLTISPECIES__TAT-dependent_nitrous-oxide_reductase__unclassified_Pseudomonas__KAA0947865.1_nitrous-oxide_reductase__Pseudomonas_sp._ANT_H4__KAA0947948.1_nitrous-oxide_reductase__Pseudomonas_sp._ANT_H14_,cladeI
46679.SAMN05216202_1734,cladeI
WP_169961391.1_MXLTISPECIES__TAT-dependent_nitrous-oxide_reductase__unclassified_Pseudomonas__MXK3439318.1_nitrous-oxide_reductase__Pseudomonas_sp._MF7448__NMY87616.1_nitrous-oxide_reductase__Pseudomonas_sp._WS_5411_,cladeI
ETK17447.1_nitrous-oxide_reductase__Pseudomonas_sp._FH4__GGL37188.1_nitrous-oxide_reductase__Pseudomonas_brenneri__CRM16699.1_Nitrous-oxide_reductase_precursor__Pseudomonas_sp._25_R_14__SDX90454.1_nitrous_oxide_reductase_apoprotein__Pseudomonas_brenneri_,cladeI
WP_169957073.1_MXLTISPECIES__TAT-dependent_nitrous-oxide_reductase__unclassified_Pseudomonas__NMX60767.1_nitrous-oxide_reductase__Pseudomonas_sp._WS_5079__NMX71070.1_nitrous-oxide_reductase__Pseudomonas_sp._WS_5111__NMX88994.1_nitrous-oxide_reductase__Ps,cladeI
SDQ61796.1_nitrous_oxide_reductase_apoprotein__Pseudomonas_gessardii_,cladeI
WP_099169957.1_MXLTISPECIES__TAT-dependent_nitrous-oxide_reductase__Pseudomonas__MXH3426056.1_nitrous-oxide_reductase__Pseudomonas_gessardii__MCF4981437.1_nitrous-oxide_reductase__Pseudomonas_gessardii__MCF5085671.1_nitrous-oxide_reductase__Pseudomonas_g,cladeI
WP_169899194.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_gessardii__NNA99064.1_nitrous-oxide_reductase__Pseudomonas_gessardii_,cladeI
WP_169901742.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_gessardii__NNA69428.1_nitrous-oxide_reductase__Pseudomonas_gessardii_,cladeI
WP_275970047.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_extremaustralis__MDF3135434.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_extremaustralis_,cladeI
WP_010566675.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_extremaustralis__EXI26062.1_nitrous-oxide_reductase__Pseudomonas_extremaustralis_14-3_substr._14-3b__MDX1112886.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_extremaustralis__MDG296,cladeI
WP_310174110.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_extremaustralis__MDR6581785.1_nitrous-oxide_reductase__Pseudomonas_extremaustralis_,cladeI
WP_102625716.1_MXLTISPECIES__TAT-dependent_nitrous-oxide_reductase__unclassified_Pseudomonas__PMX10157.1_nitrous-oxide_reductase__Pseudomonas_sp._GW460-12__PMX27822.1_nitrous-oxide_reductase__Pseudomonas_sp._MPR-R2A4__PMX31241.1_nitrous-oxide_reductase__,cladeI
WP_150293717.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_extremaustralis__KAA8562192.1_Nitrous-oxide_reductase__Pseudomonas_extremaustralis_,cladeI
psk_X771_13860_K00376_nitrous-oxide_reductase__EC_1.7.2.4__|__GenXank__nitrous-oxide_reductase__A_,cladeI
WP_315338727.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_grimontii_,cladeI
WP_226457830.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_sp._AF03-9_,cladeI
WP_192300743.1_MXLTISPECIES__TAT-dependent_nitrous-oxide_reductase__unclassified_Pseudomonas__MXD9460843.1_nitrous-oxide_reductase__Pseudomonas_sp._PDM05__WLH77133.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_sp._FP2335_,cladeI
1674920.ACR52_25485,cladeI
WP_253395126.1_MXLTISPECIES__TAT-dependent_nitrous-oxide_reductase__Pseudomonas__MCP1506178.1_nitrous-oxide_reductase__Pseudomonas_marginalis__MCP1523682.1_nitrous-oxide_reductase__Pseudomonas_marginalis__MDQ0503165.1_nitrous-oxide_reductase__Pseudomonas,cladeI
WP_247406011.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_emilianonis__MCK1787157.1_nitrous-oxide_reductase__Pseudomonas_emilianonis_,cladeI
WP_276193420.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_sp._D3__WET08414.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_sp._D3_,cladeI
WP_301556334.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_veronii__WKC47836.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_veronii_,cladeI
WP_017849334.1_MXLTISPECIES__TAT-dependent_nitrous-oxide_reductase__Pseudomonas__MXI6553655.1_nitrous-oxide_reductase__Pseudomonas_veronii__MXI6651802.1_nitrous-oxide_reductase__Pseudomonas_veronii__MXX2182728.1_nitrous-oxide_reductase__Pseudomonas_veron,cladeI
pvr_PverR02_18520_K00376_nitrous-oxide_reductase__EC_1.7.2.4__|__GenXank__nitrous-oxide_reductase__A_,cladeI
tr|G8Q8Y2|G8Q8Y2_PSEFL,cladeI
tr|F2KF53|F2KF53_PSEXN,cladeI
WP_047230526.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_brassicacearum_,cladeI
WP_057447876.1_MXLTISPECIES__TAT-dependent_nitrous-oxide_reductase__Pseudomonas__KQW41490.1_nitrous-oxide_reductase__Pseudomonas_sp._Root401__NMY01081.1_nitrous-oxide_reductase__Pseudomonas_veronii__QPX20166.1_nitrous-oxide_reductase__Pseudomonas_sp._Y39,cladeI
WP_149420469.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_sp._ANT_H12X__KAA0954707.1_nitrous-oxide_reductase__Pseudomonas_sp._ANT_H12X_,cladeI
WP_265037808.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_sp._X21-054__XXE20808.1_nitrous-oxide_reductase__Pseudomonas_sp._X21-054_,cladeI
pbc_CD58_15005_K00376_nitrous-oxide_reductase__EC_1.7.2.4__|__GenXank__nitrous-oxide_reductase__A_,cladeI
WP_153388208.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_brassicacearum__QGA50103.1_nitrous-oxide_reductase__Pseudomonas_brassicacearum_,cladeI
WP_212795128.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_sp._St386__XXP53448.1_nitrous-oxide_reductase__Pseudomonas_sp._St386_,cladeI
WP_230152439.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_brassicacearum__CAH0290226.1_Nitrous-oxide_reductase__Pseudomonas_brassicacearum_,cladeI
WP_191488275.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_sp._FEN_,cladeI
WP_046027254.1_MXLTISPECIES__TAT-dependent_nitrous-oxide_reductase__Pseudomonas__KXX39917.1_nitrous-oxide_reductase__Pseudomonas_fluorescens__MDR6924344.1_nitrous-oxide_reductase__Pseudomonas_sp._XE134_,cladeI
WP_046046011.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_fluorescens__KXX46623.1_nitrous-oxide_reductase__Pseudomonas_fluorescens_,cladeI
WP_033056626.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_mandelii__KDD69024.1_nitrous-oxide_reductase__Pseudomonas_mandelii_PD30_,cladeI
WP_149415007.1_MXLTISPECIES__TAT-dependent_nitrous-oxide_reductase__unclassified_Pseudomonas__KAA0943180.1_nitrous-oxide_reductase__Pseudomonas_sp._ANT_H4__KAA0946747.1_nitrous-oxide_reductase__Pseudomonas_sp._ANT_H14_,cladeI
WP_138965309.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_sp._MPC6__QCY11544.1_nitrous-oxide_reductase__Pseudomonas_sp._MPC6_,cladeI
WP_150767453.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_fluorescens__VVX39116.1_Nitrous-oxide_reductase__Pseudomonas_fluorescens_,cladeI
WP_150801322.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_fluorescens__VVX44118.1_Nitrous-oxide_reductase__Pseudomonas_fluorescens_,cladeI
WP_150805564.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_fluorescens__VVX21365.1_Nitrous-oxide_reductase__Pseudomonas_fluorescens_,cladeI
WP_150643736.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_fluorescens__VVX16898.1_Nitrous-oxide_reductase__Pseudomonas_fluorescens_,cladeI
WP_150803899.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_fluorescens__VVN98276.1_Nitrous-oxide_reductase__Pseudomonas_fluorescens_,cladeI
WP_150636899.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_fluorescens__VVN80402.1_Nitrous-oxide_reductase__Pseudomonas_fluorescens_,cladeI
pbc_CD58_18545_K00376_nitrous-oxide_reductase__EC_1.7.2.4__|__GenXank__nitrous-oxide_reductase__A_,cladeI
WP_107322692.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_rhizophila__AVX77297.1_nitrous-oxide_reductase__Pseudomonas_rhizophila_,cladeI
WP_047227882.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_brassicacearum_,cladeI
WP_265028901.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_sp._X21-054__XXE15993.1_nitrous-oxide_reductase__Pseudomonas_sp._X21-054_,cladeI
VVP44335.1_Nitrous-oxide_reductase__Pseudomonas_fluorescens_,cladeI
WP_150768151.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_fluorescens__VVX44675.1_Nitrous-oxide_reductase__Pseudomonas_fluorescens_,cladeI
WP_128871553.1_MXLTISPECIES__TAT-dependent_nitrous-oxide_reductase__Pseudomonas__XPK09687.1_nitrous-oxide_reductase__Pseudomonas_sp._VI4.1__VVP79545.1_Nitrous-oxide_reductase__Pseudomonas_fluorescens_,cladeI
WP_138967126.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_sp._MPC6__QCY12801.1_nitrous-oxide_reductase__Pseudomonas_sp._MPC6_,cladeI
WP_150796553.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_fluorescens__VVN74554.1_Nitrous-oxide_reductase__Pseudomonas_fluorescens__VVP80535.1_Nitrous-oxide_reductase__Pseudomonas_fluorescens_,cladeI
VVX62883.1_Nitrous-oxide_reductase__Pseudomonas_fluorescens_,cladeI
VVP24523.1_Nitrous-oxide_reductase__Pseudomonas_fluorescens_,cladeI
VVX54954.1_Nitrous-oxide_reductase__Pseudomonas_fluorescens_,cladeI
1853130.PMA3_16385,cladeI
WP_307343602.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_lini__MDQ0127049.1_nitrous-oxide_reductase__Pseudomonas_lini_,cladeI
WP_150644958.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_fluorescens__VVX33715.1_Nitrous-oxide_reductase__Pseudomonas_fluorescens_,cladeI
WP_150804556.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_fluorescens__VVX07719.1_Nitrous-oxide_reductase__Pseudomonas_fluorescens_,cladeI
WP_310348152.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_sp._XE134__MDR6924271.1_nitrous-oxide_reductase__Pseudomonas_sp._XE134_,cladeI
WP_217858529.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_farris__MXV4466923.1_nitrous-oxide_reductase__Pseudomonas_farris_,cladeI
WP_150637019.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_fluorescens__VVN81285.1_Nitrous-oxide_reductase__Pseudomonas_fluorescens_,cladeI
WP_046054140.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_fluorescens__KXX65387.1_nitrous-oxide_reductase__Pseudomonas_fluorescens_,cladeI
WP_149419166.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_sp._ANT_H12X__KAA0967836.1_nitrous-oxide_reductase__Pseudomonas_sp._ANT_H12X_,cladeI
WP_033062169.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_mandelii__KDD65257.1_nitrous-oxide_reductase__Pseudomonas_mandelii_PD30_,cladeI
WP_134420298.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_sp._F01002__TFX41003.1_nitrous-oxide_reductase__Pseudomonas_sp._F01002_,cladeI
WP_149630155.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_sp._ANT_X28__KAA0982610.1_nitrous-oxide_reductase__Pseudomonas_sp._ANT_X28_,cladeI
WP_282483416.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_sp._XYIF39__MDI3358462.1_nitrous-oxide_reductase__Pseudomonas_sp._XYIF39_,cladeI
WP_129444736.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_sp._ACM7__QAY93761.1_nitrous-oxide_reductase__Pseudomonas_sp._ACM7_,cladeI
MXH1966849.1_nitrous-oxide_reductase__Pseudomonadales_bacterium__MXH2075392.1_nitrous-oxide_reductase__Pseudomonadales_bacterium_,cladeI
WP_046027238.1_MXLTISPECIES__TAT-dependent_nitrous-oxide_reductase__Pseudomonas__KXX39900.1_nitrous-oxide_reductase__Pseudomonas_fluorescens_,cladeI
WP_046046906.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_fluorescens__KXX44076.1_nitrous-oxide_reductase__Pseudomonas_fluorescens_,cladeI
WP_056739417.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_sp._Root329__KQV22503.1_nitrous-oxide_reductase__Pseudomonas_sp._Root329_,cladeI
WP_123366679.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_brassicacearum__RXN37992.1_nitrous-oxide_reductase__Pseudomonas_brassicacearum_,cladeI
WP_140678109.1_MXLTISPECIES__TAT-dependent_nitrous-oxide_reductase__Pseudomonas__TPG84477.1_nitrous-oxide_reductase__Pseudomonas_mandelii__TPG98235.1_nitrous-oxide_reductase__Pseudomonas_caspiana_,cladeI
WP_285434953.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_sp._fls2-241-R2A-110_,cladeI
WP_017338909.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_fluorescens__AKV08877.1_nitrous-oxide_reductase__Pseudomonas_fluorescens_NCIMX_11764_,cladeI
WP_027923648.1_MXLTISPECIES__TAT-dependent_nitrous-oxide_reductase__Pseudomonas__MXF6039625.1_nitrous-oxide_reductase__Pseudomonas_mucoides__CRL52212.1_Nitrous-oxide_reductase_precursor__Pseudomonas_sp._XRMX17WK12_I11_,cladeI
WP_095133466.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_sp._Irchel_s3h14_,cladeI
WP_283188089.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_sp._PMCC200344_,cladeI
WP_200668524.1_MXLTISPECIES__TAT-dependent_nitrous-oxide_reductase__unclassified_Pseudomonas__MXA4360719.1_nitrous-oxide_reductase__Pseudomonas_sp.__MDF9881150.1_nitrous-oxide_reductase__Pseudomonas_silensiensis__MDX9328540.1_TAT-dependent_nitrous-oxide_,cladeI
WP_077748416.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_sp._FSL_W5-0299__XXL37539.1_nitrous-oxide_reductase__Pseudomonas_sp._FSL_W5-0299_,cladeI
WP_221109503.1_MXLTISPECIES__TAT-dependent_nitrous-oxide_reductase__Pseudomonas__MDX8710534.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_sp.__QXX00868.1_nitrous-oxide_reductase__Pseudomonas_mandelii_,cladeI
WP_288113439.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_sp.__MDI1332254.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_sp._,cladeI
WP_102593709.1_MXLTISPECIES__TAT-dependent_nitrous-oxide_reductase__Pseudomonas__NMX81664.1_nitrous-oxide_reductase__Pseudomonas_mandelii__PMV88447.1_nitrous-oxide_reductase__Pseudomonas_sp._GW101-1A09__PMV95495.1_nitrous-oxide_reductase__Pseudomonas_sp.,cladeI
pman_XX5_0474_K00376_nitrous-oxide_reductase__EC_1.7.2.4__|__GenXank__nosX__Nitrous-oxide_reductase__A_,cladeI
104087.PFAS1_27435,cladeI
WP_218537002.1_MXLTISPECIES__TAT-dependent_nitrous-oxide_reductase__unclassified_Pseudomonas__MXV7512304.1_nitrous-oxide_reductase__Pseudomonas_sp._PDM25_,cladeI
WP_192408263.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_sp._PDM10__MXD9599972.1_nitrous-oxide_reductase__Pseudomonas_sp._PDM10_,cladeI
WP_109787034.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_sp._XV226__PWK35724.1_nitrous_oxide_reductase_apoprotein__Pseudomonas_sp._XV226_,cladeI
WP_258667988.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_sp._X21-040__XVL42627.1_nitrous-oxide_reductase__Pseudomonas_sp._X21-040_,cladeI
WP_046028118.1_MXLTISPECIES__TAT-dependent_nitrous-oxide_reductase__Pseudomonas__KXX39573.1_nitrous-oxide_reductase__Pseudomonas_fluorescens__XXG11214.1_nitrous-oxide_reductase__Pseudomonas_sp._C9_,cladeI
WP_020290076.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_sp._CFII64__EPX87567.1_nitrous-oxide_reductase__Pseudomonas_sp._CFII64_,cladeI
WP_047571810.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_syringae__KFE56324.1_nitrous-oxide_reductase__Pseudomonas_syringae_,cladeI
WP_305426523.1_MXLTISPECIES__TAT-dependent_nitrous-oxide_reductase__unclassified_Pseudomonas__WLI14953.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_sp._FP603__WLI20881.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_sp._FP607_,cladeI
WP_205888437.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_frederiksbergensis__MXN3862671.1_nitrous-oxide_reductase__Pseudomonas_frederiksbergensis_,cladeI
WP_095111237.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_sp._Irchel_3E20_,cladeI
WP_150632287.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_fluorescens__VVM96222.1_Nitrous-oxide_reductase__Pseudomonas_fluorescens__VVP17901.1_Nitrous-oxide_reductase__Pseudomonas_fluorescens_,cladeI
WP_192420323.1_MXLTISPECIES__TAT-dependent_nitrous-oxide_reductase__Pseudomonas__MXD9590617.1_nitrous-oxide_reductase__Pseudomonas_sp._PDM03__MCP1517619.1_nitrous-oxide_reductase__Pseudomonas_migulae_,cladeI
WP_095148344.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_sp._Irchel_s3a18_,cladeI
WP_095082414.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_sp._Irchel_s3h17_,cladeI
WP_150711985.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_fluorescens__VVN05552.1_Nitrous-oxide_reductase__Pseudomonas_fluorescens_,cladeI
WP_063340244.1_MXLTISPECIES__TAT-dependent_nitrous-oxide_reductase__Pseudomonas__KXN21032.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_fluorescens__MXD9561857.1_nitrous-oxide_reductase__Pseudomonas_sp._PDM09_,cladeI
WP_223488885.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_sp._A-RE-19_,cladeI
WP_123494242.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_frederiksbergensis__RXN37077.1_nitrous-oxide_reductase__Pseudomonas_frederiksbergensis_,cladeI
WP_283557075.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_sp._G2-4__WHS62784.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_sp._G2-4_,cladeI
WP_186642795.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_marvdashtae__MXV4552154.1_nitrous-oxide_reductase__Pseudomonas_marvdashtae_,cladeI
WP_186632829.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_sp._SWRI92__MXC3372951.1_nitrous-oxide_reductase__Pseudomonas_sp._SWRI92_,cladeI
WP_045156400.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_fluorescens__KXH85519.1_nitrous-oxide_reductase__Pseudomonas_fluorescens_,cladeI
WP_039591194.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_frederiksbergensis__KHK64816.1_nitrous-oxide_reductase__Pseudomonas_frederiksbergensis_,cladeI
WP_198723187.1_MXLTISPECIES__TAT-dependent_nitrous-oxide_reductase__Pseudomonas__MXI6620651.1_nitrous-oxide_reductase__Pseudomonas_corrugata__MXI6690838.1_nitrous-oxide_reductase__Pseudomonas_corrugata__WRV70576.1_TAT-dependent_nitrous-oxide_reductase__P,cladeI
WP_192260492.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_sp._Pdm06__MXD9462525.1_nitrous-oxide_reductase__Pseudomonas_sp._Pdm06_,cladeI
WP_265028323.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_sp._X21-054__XXE15344.1_nitrous-oxide_reductase__Pseudomonas_sp._X21-054_,cladeI
WP_123417465.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_brassicacearum__RXM70014.1_nitrous-oxide_reductase__Pseudomonas_brassicacearum_,cladeI
pbc_CD58_15790_K00376_nitrous-oxide_reductase__EC_1.7.2.4__|__GenXank__nitrous-oxide_reductase__A_,cladeI
WP_060742614.1_MXLTISPECIES__TAT-dependent_nitrous-oxide_reductase__Pseudomonas__ALI10524.1_nitrous-oxide_reductase__Pseudomonas_fluorescens_,cladeI
WP_175360996.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_brassicacearum__NXT84596.1_nitrous-oxide_reductase__Pseudomonas_brassicacearum_,cladeI
WP_153388324.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_brassicacearum__QGA50371.1_nitrous-oxide_reductase__Pseudomonas_brassicacearum_,cladeI
WP_210644716.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_sp._Tri1_,cladeI
pvk_EPX47_16205_K00376_nitrous-oxide_reductase__EC_1.7.2.4__|__GenXank__nitrous-oxide_reductase__A_,cladeI
pza_HX749_015310_K00376_nitrous-oxide_reductase__EC_1.7.2.4__|__GenXank__nitrous-oxide_reductase__A_,cladeI
tr|G8Q381|G8Q381_PSEFL,cladeI
WP_212796089.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_sp._St316__XXP59631.1_nitrous-oxide_reductase__Pseudomonas_sp._St316_,cladeI
WP_053179732.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_kilonensis_,cladeI
WP_018604038.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_sp._CFII68__EPX95261.1_nitrous-oxide_reductase__Pseudomonas_sp._CFII68_,cladeI
WP_095632622.1_MXLTISPECIES__TAT-dependent_nitrous-oxide_reductase__unclassified_Pseudomonas__MXX3239899.1_nitrous-oxide_reductase__Pseudomonas_sp._Tn43__PAX58357.1_nitrous-oxide_reductase__Pseudomonas_sp._PICF141_,cladeI
WP_258615500.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_sp._X21-048__XVK96871.1_nitrous-oxide_reductase__Pseudomonas_sp._X21-048_,cladeI
WP_123360764.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_frederiksbergensis__RXN12012.1_nitrous-oxide_reductase__Pseudomonas_frederiksbergensis_,cladeI
WP_305502269.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_cucumis__WLG88377.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_cucumis_,cladeI
WP_310658973.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_sp._XL3__MDR8363799.1_nitrous-oxide_reductase__Pseudomonas_sp._XL3_,cladeI
WP_038982764.1_MXLTISPECIES__TAT-dependent_nitrous-oxide_reductase__Pseudomonas__KAX0500659.1_nitrous-oxide_reductase__Pseudomonas_lini__KMM89163.1_nitrous-oxide_reductase__Pseudomonas_lini__KNH42901.1_nitrous-oxide_reductase__Pseudomonas_lini__MDT967397,cladeI
WP_201060740.1_MXLTISPECIES__TAT-dependent_nitrous-oxide_reductase__Gammaproteobacteria__MXK5301974.1_nitrous-oxide_reductase__Xacillus_sp._TH86__MXK5321743.1_nitrous-oxide_reductase__Xacillus_sp._TH59__MXK5336693.1_nitrous-oxide_reductase__Xacillus_sp._,cladeI
WP_223545160.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_sp._A-X-19_,cladeI
WP_261984286.1_TAT-dependent_nitrous-oxide_reductase__partial__Pseudomonas_lini_,cladeI
WP_039011846.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_brassicacearum_,cladeI
tr|F2KH87|F2KH87_PSEXN,cladeI
WP_063321463.1_MXLTISPECIES__TAT-dependent_nitrous-oxide_reductase__Pseudomonas__AMX70880.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_fluorescens_,cladeI
WP_230149034.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_brassicacearum__CAH0196707.1_Nitrous-oxide_reductase__Pseudomonas_brassicacearum_,cladeI
AXP03538.1_nitrous-oxide_reductase__Pseudomonas_fluorescens_,cladeI
WP_072459461.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_sp._NFACC49-2__SFY23719.1_nitrous-oxide_reductase__Pseudomonas_sp._NFACC49-2_,cladeI
1881017.SAMN05428955_3892,cladeI
WP_307572133.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_fluorescens__MDP9782308.1_nitrous-oxide_reductase__Pseudomonas_fluorescens_,cladeI
pbz_GN234_01995_K00376_nitrous-oxide_reductase__EC_1.7.2.4__|__GenXank__nitrous-oxide_reductase__A_,cladeI
WP_232200908.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_bijieensis__MCD9116838.1_nitrous-oxide_reductase__Pseudomonas_bijieensis_,cladeI
WP_053213777.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_sp._Q12-87_,cladeI
WP_003181094.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_fluorescens__EXL01169.1_nitrous-oxide_reductase__Pseudomonas_fluorescens_Q2-87_,cladeI
WP_264429765.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_agronomica__MCW1246470.1_TAT-dependent_nitrous-oxide_reductase__Pseudomonas_agronomica_,cladeI
palv_KSS97_14340_K00376_nitrous-oxide_reductase__EC_1.7.2.4__|__GenXank__nitrous-oxide_reductase__A_,cladeI
